"Pnum","Section","Owner","Mixed.species","Species","State.code","Closed","Clear.date","Missing.entire.brood","Suspected.predation","Lay.date","April.lay.date","Lay.date.uncertainty","Lay.date.visit.interval","Laying.rate","Incubation.started","Num.broken.eggs","Expected.hatch.date","Hatch.date","April.hatch.date","Incubation.duration","Total.egg.weight","Num.eggs.weighed","Clutch.size","Num.chicks","Num.chicks.ringed","April.ring.date","Ring.day","Num.live.chicks","Num.dead.chicks","Num.fledglings","Mean.chick.weight","Num.linked.pulli.records","Num.linked.adult.records","Father","Mother","Identified.adults","Chick.ids","Dead.ringed.chick.ids","Experiment.codes","Num.eggs.manipulated","Comments","Legacy.average.egg.weight","Legacy.max.nest.state.code","Legacy.last.visit.date","Legacy.hatch.age.in.days","Legacy.april.hatch.date","Legacy.predation","Legacy.clutch.accuracy","Legacy.mean.fledge.weight","Legacy.num.ringed.dead.chicks","year"
"20221B168","b","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"19-04-2022",19,"0",6,1,"true",0,"10-05-2022","11-05-2022",41,14,3.3,3,9,8,8,55,15,8,0,8,10.16,8,2,NA,"atr5937","01103fc9cf, atr5937",NA,NA,NA,0,"not hatched, not hatched, nothing on FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B169","b","Keith Mc Mahon","false","g",6,"true","08-06-2022",NA,NA,"23-04-2022",23,"0",3,3,"true",0,"13-05-2022","13-05-2022",43,13,5,3,8,8,7,57,15,7,1,6,15.84,7,3,"ty68365","pf71388","01103fb12a, 01103fab8c",NA,"pf71075",NA,0,"fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B170","b","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B170A","b","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"22-04-2022",22,"0",2,0.33,"true",0,"12-05-2022","16-05-2022",46,16,NA,NA,9,8,4,60,15,4,2,4,8.45,4,2,NA,"atr8066","atr8066",NA,NA,NA,0,"rehang, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B171","b","Keith Mc Mahon","false","g",6,"true","08-06-2022",NA,NA,"20-04-2022",20,"0",6,1,"true",0,"11-05-2022","12-05-2022",42,14,5.8,3,9,9,3,56,15,3,0,3,15.63,3,2,"tw41728","tw41729","tw41728, tw41729",NA,NA,NA,0,"fon unringed, not hatched, nothing on fp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B172","b","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B173","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"21-04-2022",21,"0",10,0.75,"true",0,"11-05-2022","11-05-2022",41,13,4.5,4,8,7,7,55,15,7,0,7,10.37,7,1,NA,"atr9810","atr9810",NA,NA,NA,0,"FON, FON sitting tight, not leaving, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B174","b","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"23-04-2022",23,"0",3,3,"true",0,"12-05-2022","13-05-2022",43,14,3.2,3,7,5,5,57,15,5,0,5,10.88,5,1,NA,"atr7920","atr7920",NA,NA,NA,0,"not hatched, not hatched, fon, nothing on faceplate, no luck with male",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B175","b","Anett Kiss","false","g",6,"true","01-06-2022",NA,NA,"16-04-2022",16,"0",10,NA,"true",0,"06-05-2022","08-05-2022",38,15,4.8,3,8,7,7,52,15,7,1,6,18.2,7,2,"vs84187","ty69246","ty69246, vs84187",NA,"ty69281",NA,0,"FON, sitting tight, FON, not hatched, FON sitting tight",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B176","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"17-04-2022",17,"0",8,0.71,"true",0,"08-05-2022","08-05-2022",38,13,3.8,3,9,7,7,52,15,7,0,7,10.9,7,2,"avl6185","atr9745","01103fc569, avl6185, atr9745",NA,NA,3,0,"FON sitting tight, FON, not hatched, FON, FON unringed hiding under chicks, FON, original yn9, decreased treatment to yn7, yn5 moved to p109, yn3 received, remarked, nails clipped and photos, faceplated, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B177","b","Anett Kiss","false","b",6,"true","30-05-2022",NA,NA,"24-04-2022",24,"0",4,1,"true",0,"15-05-2022","16-05-2022",46,14,2.89,3,9,9,0,NA,NA,NA,8,0,NA,0,1,"ajy2108",NA,"ajy2108",NA,NA,NA,0,"FON, FON, not hatched, fon, hungry chicks but both parents present",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B178","b","Anett Kiss","false","b",6,"true","30-05-2022",NA,NA,"26-04-2022",26,"0",7,NA,"true",0,"15-05-2022","16-05-2022",46,14,NA,NA,7,7,0,NA,NA,NA,6,0,NA,0,1,NA,"ajy2107","ajy2107",NA,NA,NA,0,"FON, not hatched, hungry chicks, suspect single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B179","b","Keith Mc Mahon","false",NA,6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B18","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"fleas all over entrance",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B180","b","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"19-04-2022",19,"0",6,1,"true",0,"10-05-2022","11-05-2022",41,14,NA,NA,9,8,4,55,15,4,4,3,8.65,4,2,"atr7914","atr7915","atr7914, atr7915",NA,"atr9049",NA,0,"not hatched, not hatched, nothing on FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B181","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B182","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B183","b","Anett Kiss","false","b",6,"true","21-05-2022",NA,NA,"22-04-2022",22,"0",8,0,"true",0,"14-05-2022","16-05-2022",46,15,3.14,3,10,5,0,NA,NA,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"FON sitting tight, not hatched, eggs kind of cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B184","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B185","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"21-04-2022",21,"0",10,1,"true",0,"10-05-2022","10-05-2022",40,13,4.77,4,7,7,7,54,15,7,1,6,9.82,7,2,NA,"avl6171","01103fb2b9, avl6171",NA,"ajy2066",NA,0,"bluti pair alarm, bluti alarm, not hatched, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B186","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B187","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B188","b","Anett Kiss","false","g",6,"true","26-05-2022",NA,NA,"24-04-2022",24,"0",4,1,"true",0,"12-05-2022","12-05-2022",42,12,5.63,3,7,7,0,NA,NA,NA,6,0,NA,0,2,NA,"ty70920","01103fc6f2, ty70920",NA,NA,NA,0,"eggs uncovered cold, FON, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B189","b","Anett Kiss","false","b",6,"true","26-05-2022",NA,NA,"20-04-2022",20,"0",10,1,"true",0,"10-05-2022","11-05-2022",41,14,4.61,4,8,6,2,55,15,2,6,0,8.12,2,3,"avl6724","avl6740","avl6740, 01103fc3f1",NA,"ajy2076, ajy2077",NA,0,"FON, not hatched, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B190","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"18-04-2022",18,"0",10,NA,"true",0,"10-05-2022","07-05-2022",37,10,3.6,3,10,10,10,51,15,10,0,10,10.59,10,3,"avl3276","avl3101","avl3101, 011016bd54",NA,NA,3,0,"FON, faceplated, FON, sitting tight, original CS8, FON, original yn8, increased treatment to yn10, yn3 moved to mp52, yn5 received, remarked, nails clipped and photos, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B191","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"14-04-2022",14,"0",8,1,"true",0,"08-05-2022","06-05-2022",36,11,3.2,3,12,11,11,50,15,11,1,10,10,11,3,"afh4143","atr9709","01103f5444, afh4143, atr9709",NA,"atr9903",3,0,"FON, bluti alarm, original CS10, original yn9, increased treatment to yn11, yn4 moved to b96, yn6 received, remarked, nails clipped and photos, trapped and photos, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B192","b","Anett Kiss","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B193","b","Anett Kiss","false","g",6,"true","01-06-2022",NA,NA,"10-04-2022",10,"0",7,0.75,"true",0,"02-05-2022","02-05-2022",32,13,6.96,4,10,10,10,46,15,10,0,10,17.97,10,2,"vz33700","ty69207","01103fd717, ty69207",NA,NA,NA,0,"57mm, eggs are cold, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B194","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"23-04-2022",23,"0",4,NA,"true",0,"12-05-2022","11-05-2022",41,12,3.5,3,7,6,6,55,15,6,0,6,11.18,6,3,"art6548","atr4761","01103fcc8b, atr4761, art6548",NA,NA,NA,0,"75mm, faceplated, trapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B194A","b","Anett Kiss","false","g",6,"true","22-06-2022",NA,NA,"19-04-2022",19,"0",10,NA,NA,0,NA,NA,NA,NA,4.6,3,8,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"eggs uncovered cold, eggs uncovered cold, eggs are cold, eggs are cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B195","b","Anett Kiss","false","m",6,"true","29-05-2022",NA,NA,"09-04-2022",9,"0",7,NA,"true",0,"27-04-2022","29-04-2022",29,15,3.63,3,6,6,6,43,15,6,0,6,11.52,6,2,"j745880","and7437","01103fb074, 011016cfbd",NA,NA,NA,0,"59mm, eggs uncovered but cold, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B196","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B197","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"20-04-2022",20,"0",10,1,"true",0,"10-05-2022","09-05-2022",39,12,4.57,4,8,6,6,53,15,6,0,6,10.68,6,2,"atr8192","avl7927","01103fc4c7, 011016f76e",NA,NA,3,0,"FON, FON, FON, original yn8, decreased treatment to yn6, yn5 moved to b225, yn3 received, remarked, clipped and photos, photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B198","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B199","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B2","b","Anett Kiss","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B20","b","Anett Kiss","false","g",6,"true","09-06-2022",NA,NA,"19-04-2022",19,"0",10,NA,"true",0,"08-05-2022","09-05-2022",39,14,5.5,3,7,7,7,53,15,7,0,7,18.4,7,2,"ty69088","ty68281","01103fb986, ty69088",NA,NA,NA,0,"eggs uncovered cold, FON, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B200","b","Anett Kiss","false","g",6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B201","b","Keith Mc Mahon","false",NA,6,"true","10-05-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B203","b","Keith Mc Mahon","false","g",6,"true","27-05-2022",NA,NA,"13-04-2022",13,"0",3,1,"true",0,"05-05-2022","06-05-2022",36,14,5.6,3,10,10,10,50,15,10,0,10,17.69,10,2,"ty70093","tw77193","01103f94a1, 01103f9b26",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B204","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B205","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B206","b","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"rehang",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B207","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B208","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B21","b","Anett Kiss","false",NA,6,"true","31-05-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B211","b","Keith Mc Mahon","false","b",6,"true","01-06-2022",NA,NA,"17-04-2022",17,"0",6,NA,"true",0,"07-05-2022","08-05-2022",38,14,3.6,3,8,8,8,52,15,8,0,8,10.59,8,3,"abj6260","avl5023","01103fc40f, abj6260",NA,NA,NA,0,"bluti calling, slightly warm",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B212","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B213","b","Anett Kiss","false","g",6,"true","30-05-2022",NA,NA,"14-04-2022",14,"0",8,NA,"true",0,"04-05-2022","04-05-2022",34,13,4.5,3,8,7,7,48,15,7,0,7,17.31,7,3,"ty68248","vz33698","0110178217, 01103f98ee",NA,NA,NA,0,"fon, she had a ring but couldn't read it, FON sitting tight, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B214","b","Anett Kiss","false","b",6,"true","27-05-2022",NA,NA,"20-04-2022",20,"0",10,1,"true",0,"12-05-2022","13-05-2022",43,14,4.36,4,10,10,0,NA,NA,NA,10,0,NA,0,4,"atr6937","atr8187","atr8187, 01103fc40b, atr6937",NA,NA,NA,0,"FON, not hatched, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B215","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B216","b","Anett Kiss","false","g",6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"greti pair alarm",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B217","b","Anett Kiss","false","g",6,"true","14-06-2022",NA,NA,"26-04-2022",26,"0",4,0.67,"true",0,"15-05-2022","16-05-2022",46,14,5.35,3,7,3,3,60,15,3,0,3,19.93,3,3,"vz33297","ty68312","ty68312, 01103fc603, vz33297",NA,NA,NA,0,"FON, fon, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B218","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B219","b","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B22","b","Anett Kiss","false","b",6,"true","16-05-2022",NA,NA,"18-04-2022",18,"0",10,NA,"true",0,"09-05-2022","11-05-2022",41,15,3.4,3,9,8,0,NA,NA,NA,6,0,NA,0,0,NA,NA,NA,NA,NA,3,0,"eggs uncovered cold, FON, FON, not hatched, FON, original yn9, decreased treatment to yn7, yn5 moved to b23, yn3 received",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B220","b","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"21-04-2022",21,"0",2,1,"true",0,"13-05-2022","15-05-2022",45,15,2.8,3,10,9,4,59,15,4,5,4,8.7,4,2,"abj6131","avl7815","avl7815, abj6131",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B221","b","Keith Mc Mahon","false","b",6,"true","26-05-2022",NA,NA,"25-04-2022",25,"3",3,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B222","b","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B223","b","Keith Mc Mahon","false",NA,6,"true","08-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B224","b","Anett Kiss","false","g",6,"true","23-05-2022",NA,NA,"18-04-2022",18,"0",10,0.4,"true",0,"08-05-2022","09-05-2022",39,14,4.7,3,8,5,0,NA,NA,NA,4,0,NA,0,0,NA,"ty69491","01103fd757, ty69491",NA,NA,NA,0,"FON sitting tight, FON, not hatched, FON sitting tight, not hatched, FON sitting tight, severe pox on right leg and lethargic chicks",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B225","b","Anett Kiss","false","b",6,"true","30-05-2022",NA,NA,"19-04-2022",19,"0",10,NA,"true",0,"11-05-2022","09-05-2022",39,11,3.8,3,10,10,10,53,15,10,2,8,9.27,10,4,"avl6170","afh3899","01103f3f13, afh3899, 011016f2fe",NA,"ajy2041, ajy2044",3,0,"FON, not hatched, egg just hatching, FON, bluti alarm, original CS8, FON, original yn8, increased treatment to yn10, yn3 moved to b197, yn5 received, remarked, clipped and photos, photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B226","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"19-04-2022",19,"0",8,1,"true",0,"09-05-2022","08-05-2022",38,12,3.3,3,8,5,5,52,15,5,1,5,11.14,5,3,"avl6910","atr4736","01103fbab2, avl6910, atr4736",NA,NA,3,0,"bluti alarm, original yn7, decreased treatment to yn5, yn5 moved to mp62, yn3 received, remarked, FON, nails clipped and photos, faceplated, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B227","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B228","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"19-04-2022",19,"0",10,1,"true",0,"13-05-2022","10-05-2022",40,10,3.6,3,12,10,3,54,15,3,6,3,8.73,3,2,"avl6168",NA,"011016d879, avl6168",NA,NA,3,0,"eggs uncovered cold, bluti alarm, FON sitting tight, tried catching, FON, original CS10, original yn8, increased treatment to yn10, yn4 moved to mp50, yn6 received, FON, remarked, clipped and photos, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B229","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B23","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"20-04-2022",20,"0",2,NA,"true",0,"13-05-2022","11-05-2022",41,11,NA,NA,11,10,3,55,15,3,5,3,10.3,3,1,NA,"atr8076","atr8076",NA,NA,3,0,"FON, not hatched, FON, tried catching, single parent alarm calling, FON, original CS9, en7 observed on 26/04, original yn8, increased treatment to yn10, yn3 moved to b22, yn5 received, remarked, nails clipped and photos, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B24","b","Anett Kiss","false","g",6,"true","14-06-2022",NA,NA,"18-04-2022",18,"0",10,NA,"true",0,"08-05-2022","09-05-2022",39,14,5.3,3,8,8,8,53,15,8,0,8,17.96,8,3,"ty68426","ty68280","ty68280, 01103fb2aa, 01103fc476",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B25","b","Anett Kiss","false",NA,6,"true","14-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B26","b","Anett Kiss","false","b",6,"true","22-06-2022",NA,NA,"20-04-2022",20,"0",2,1,"true",0,"10-05-2022","10-05-2022",40,13,4.77,4,8,7,7,54,15,7,0,7,10.36,7,3,"atr8190","atr8282","01103fa0ec, atr8190, atr8282",NA,NA,NA,0,"eggs uncovered maybe little warm, FON, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B27","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B28","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B29","b","Anett Kiss","false","b",4,"false",NA,NA,NA,"25-04-2022",25,"4",8,NA,NA,0,NA,NA,NA,NA,4.03,4,5,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"bumblebee",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221B3","b","Anett Kiss","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
